"required",,,,,,,"optional","optional",,"optional","optional",,"optional","optional","optional",,,"optional","optional","optional","optional","optional",,"optional","optional","optional","optional","optional","optional","optional",,"optional",,"repeated","optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",
112030029,11,2,3,0,29,,2,29,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030029,UITexture/Bldg/112030029.png,"PSDtl",3,1,2,,203,290,1,1,0,"BLDG_POWER_PLANT",29,,105164,105164.154669942,4,,220000110,"10级原石",2800,2815.28901137661,,220000210,"10级金属",1700,1689.17340682597,,220000310,"10级气体",1100,1126.11560455065,,220000410,"10级水晶",560,563.057802275323,,0,,0,
112030030,11,2,3,0,30,,2,30,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030030,UITexture/Bldg/112030030.png,"PSDtl",3,1,2,,203,300,1,1,0,"BLDG_POWER_PLANT",30,,107267,107267.437763341,4,,220000110,"10级原石",3400,3445.91374992498,,220000210,"10级金属",2100,2067.54824995499,,220000310,"10级气体",1400,1378.36549996999,,220000410,"10级水晶",690,689.182749984995,,0,,0,
112040001,11,2,4,0,1,,2,1,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040001,UITexture/Bldg/112040001.png,"WCDtl",4,1,2,,204,10,1,4,0,"BLDG_ITEM_STG",1,,7,7.01754385964912,2,,220000101,"1级原石",10,14.0350877192982,,220000201,"1级金属",8,8.42105263157895,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112040002,11,2,4,0,2,,2,2,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040002,UITexture/Bldg/112040002.png,"WCDtl",4,1,2,,204,20,1,4,0,"BLDG_ITEM_STG",2,,28,28.0701754385965,2,,220000101,"1级原石",70,70.1754385964912,,220000201,"1级金属",40,42.1052631578947,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112040003,11,2,4,0,3,,2,3,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040003,UITexture/Bldg/112040003.png,"WCDtl",4,1,2,,204,30,1,4,0,"BLDG_ITEM_STG",3,,112,112.280701754386,2,,220000101,"1级原石",350,350.877192982456,,220000201,"1级金属",210,210.526315789474,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112040004,11,2,4,0,4,,2,4,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040004,UITexture/Bldg/112040004.png,"WCDtl",4,1,2,,204,40,1,4,0,"BLDG_ITEM_STG",4,,449,449.122807017544,2,,220000102,"2级原石",580,584.795321637427,,220000202,"2级金属",350,350.877192982456,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112040005,11,2,4,0,5,,2,5,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040005,UITexture/Bldg/112040005.png,"WCDtl",4,1,2,,204,50,1,4,0,"BLDG_ITEM_STG",5,,1347,1347.36842105263,2,,220000102,"2级原石",2200,2192.98245614035,,220000202,"2级金属",1300,1315.78947368421,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112040006,11,2,4,0,6,,2,6,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040006,UITexture/Bldg/112040006.png,"WCDtl",4,1,2,,204,60,1,4,0,"BLDG_ITEM_STG",6,,2695,2694.73684210526,3,,220000102,"2级原石",4400,4385.9649122807,,220000202,"2级金属",2600,2631.57894736842,,220000302,"2级气体",880,877.19298245614,,220000402,"2级水晶",0,0,,0,,0,
112040007,11,2,4,0,7,,2,7,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040007,UITexture/Bldg/112040007.png,"WCDtl",4,1,2,,204,70,1,4,0,"BLDG_ITEM_STG",7,,5389,5389.47368421053,3,,220000103,"3级原石",3700,3654.97076023392,,220000203,"3级金属",2200,2192.98245614035,,220000303,"3级气体",730,730.994152046783,,220000403,"3级水晶",0,0,,0,,0,
112040008,11,2,4,0,8,,2,8,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040008,UITexture/Bldg/112040008.png,"WCDtl",4,1,2,,204,80,1,4,0,"BLDG_ITEM_STG",8,,5928,5928.42105263158,3,,220000103,"3级原石",5000,5025.58479532164,,220000203,"3级金属",3000,3015.35087719298,,220000303,"3级气体",1000,1005.11695906433,,220000403,"3级水晶",0,0,,0,,0,
112040009,11,2,4,0,9,,2,9,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040009,UITexture/Bldg/112040009.png,"WCDtl",4,1,2,,204,90,1,4,0,"BLDG_ITEM_STG",9,,6521,6521.26315789474,3,,220000103,"3级原石",6900,6910.17909356725,,220000203,"3级金属",4100,4146.10745614035,,220000303,"3级气体",1400,1382.03581871345,,220000403,"3级水晶",0,0,,0,,0,
112040010,11,2,4,0,10,,2,10,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040010,UITexture/Bldg/112040010.png,"WCDtl",4,1,2,,204,100,1,4,0,"BLDG_ITEM_STG",10,,7826,7825.51578947369,3,,220000104,"4级原石",4100,4146.10745614035,,220000204,"4级金属",2500,2487.66447368421,,220000304,"4级气体",830,829.22149122807,,220000404,"4级水晶",0,0,,0,,0,
112040011,11,2,4,0,11,,2,11,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040011,UITexture/Bldg/112040011.png,"WCDtl",4,1,2,,204,110,1,4,0,"BLDG_ITEM_STG",11,,11738,11738.2736842105,4,,220000104,"4级原石",7800,7773.95148026316,,220000204,"4级金属",3500,3498.27816611842,,220000304,"4级气体",1600,1554.79029605263,,220000404,"4级水晶",390,388.697574013158,,0,,0,
112040012,11,2,4,0,12,,2,12,,"BuildingAttribute","WC","仓库",1,12,"cunchucang_lv1","UITexture/Bldg/",112040012,UITexture/Bldg/112040012.png,"WCDtl",4,1,2,,204,120,1,4,0,"BLDG_ITEM_STG",12,,17607,17607.4105263158,4,,220000104,"4级原石",15000,14576.1590254934,,220000204,"4级金属",6600,6559.27156147204,,220000304,"4级气体",2900,2915.23180509868,,220000404,"4级水晶",730,728.807951274671,,0,,0,
112040013,11,2,4,0,13,,2,13,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040013,UITexture/Bldg/112040013.png,"WCDtl",4,1,2,,204,130,1,4,0,"BLDG_ITEM_STG",13,,22890,22889.6336842105,4,,220000105,"5级原石",7900,7895.41947214227,,220000205,"5级金属",3600,3552.93876246402,,220000305,"5级气体",1600,1579.08389442845,,220000405,"5级水晶",390,394.770973607114,,0,,0,
112040014,11,2,4,0,14,,2,14,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040014,UITexture/Bldg/112040014.png,"WCDtl",4,1,2,,204,140,1,4,0,"BLDG_ITEM_STG",14,,25179,25178.5970526316,4,,220000105,"5级原石",11000,10856.2017741956,,220000205,"5级金属",4900,4885.29079838803,,220000305,"5级气体",2200,2171.24035483912,,220000405,"5级水晶",540,542.810088709781,,0,,0,
112040015,11,2,4,0,15,,2,15,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040015,UITexture/Bldg/112040015.png,"WCDtl",4,1,2,,204,150,1,4,0,"BLDG_ITEM_STG",15,,27696,27696.4567578947,4,,220000105,"5级原石",15000,14927.277439519,,220000205,"5级金属",6700,6717.27484778354,,220000305,"5级气体",3000,2985.4554879038,,220000405,"5级水晶",750,746.363871975949,,0,,0,
112040016,11,2,4,0,16,,2,16,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040016,UITexture/Bldg/112040016.png,"WCDtl",4,1,2,,204,160,1,4,0,"BLDG_ITEM_STG",16,,30466,30466.1024336842,4,,220000106,"6级原石",4300,4276.04301652888,,220000206,"6级金属",2600,2565.62580991733,,220000306,"6级气体",1700,1710.41720661155,,220000406,"6级水晶",860,855.208603305775,,0,,0,
112040017,11,2,4,0,17,,2,17,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040017,UITexture/Bldg/112040017.png,"WCDtl",4,1,2,,204,170,1,4,0,"BLDG_ITEM_STG",17,,45699,45699.1536505263,4,,220000106,"6级原石",8000,8017.58065599164,,220000206,"6级金属",4800,4810.54839359499,,220000306,"6级气体",3200,3207.03226239666,,220000406,"6级水晶",1600,1603.51613119833,,0,,0,
112040018,11,2,4,0,18,,2,18,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040018,UITexture/Bldg/112040018.png,"WCDtl",4,1,2,,204,180,1,4,0,"BLDG_ITEM_STG",18,,68549,68548.7304757895,4,,220000106,"6级原石",15000,15032.9637299843,,220000206,"6级金属",9000,9019.7782379906,,220000306,"6级气体",6000,6013.18549199373,,220000406,"6级水晶",3000,3006.59274599687,,0,,0,
112040019,11,2,4,0,19,,2,19,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040019,UITexture/Bldg/112040019.png,"WCDtl",4,1,2,,204,190,1,4,0,"BLDG_ITEM_STG",19,,82258,82258.4765709474,4,,220000107,"7级原石",7500,7516.48186499216,,220000207,"7级金属",4500,4509.8891189953,,220000307,"7级气体",3000,3006.59274599687,,220000407,"7级水晶",1500,1503.29637299843,,0,,0,
112040020,11,2,4,0,20,,2,20,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040020,UITexture/Bldg/112040020.png,"WCDtl",4,1,2,,204,200,1,4,0,"BLDG_ITEM_STG",20,,90484,90484.3242280421,4,,220000107,"7级原石",10000,10335.1625643642,,220000207,"7级金属",6200,6201.09753861853,,220000307,"7级气体",4100,4134.06502574569,,220000407,"7级水晶",2100,2067.03251287285,,0,,0,
112040021,11,2,4,0,21,,2,21,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040021,UITexture/Bldg/112040021.png,"WCDtl",4,1,2,,204,210,1,4,0,"BLDG_ITEM_STG",21,,97723,97723.0701662855,4,,220000107,"7级原石",14000,13952.4694618917,,220000207,"7级金属",8400,8371.48167713502,,220000307,"7级气体",5600,5580.98778475668,,220000407,"7级水晶",2800,2790.49389237834,,0,,0,
112040022,11,2,4,0,22,,2,22,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040022,UITexture/Bldg/112040022.png,"WCDtl",4,1,2,,204,220,1,4,0,"BLDG_ITEM_STG",22,,104564,104563.685077926,4,,220000108,"8级原石",6200,6220.47596842672,,220000208,"8级金属",3700,3732.28558105603,,220000308,"8级气体",2500,2488.19038737069,,220000408,"8级水晶",1200,1244.09519368534,,0,,0,
112040023,11,2,4,0,23,,2,23,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040023,UITexture/Bldg/112040023.png,"WCDtl",4,1,2,,204,230,1,4,0,"BLDG_ITEM_STG",23,,110838,110837.506182601,4,,220000108,"8级原石",8200,8242.1306581654,,220000208,"8级金属",4900,4945.27839489924,,220000308,"8级气体",3300,3296.85226326616,,220000408,"8级水晶",1600,1648.42613163308,,0,,0,
112040024,11,2,4,0,24,,2,24,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040024,UITexture/Bldg/112040024.png,"WCDtl",4,1,2,,204,240,1,4,0,"BLDG_ITEM_STG",24,,116379,116379.381491731,4,,220000108,"8级原石",11000,10817.7964888421,,220000208,"8级金属",6500,6490.67789330525,,220000308,"8级气体",4300,4327.11859553684,,220000408,"8级水晶",2200,2163.55929776842,,0,,0,
112040025,11,2,4,0,25,,2,25,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040025,UITexture/Bldg/112040025.png,"WCDtl",4,1,2,,204,250,1,4,0,"BLDG_ITEM_STG",25,,122198,122198.350566318,4,,220000109,"9级原石",4700,4732.78596386842,,220000209,"9级金属",2800,2839.67157832105,,220000309,"9级气体",1900,1893.11438554737,,220000409,"9级水晶",950,946.557192773683,,0,,0,
112040026,11,2,4,0,26,,2,26,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040026,UITexture/Bldg/112040026.png,"WCDtl",4,1,2,,204,260,1,4,0,"BLDG_ITEM_STG",26,,127086,127086.28458897,4,,220000109,"9级原石",5900,5906.51688290778,,220000209,"9级金属",3500,3543.91012974467,,220000309,"9级气体",2400,2362.60675316311,,220000409,"9级水晶",1200,1181.30337658156,,0,,0,
112040027,11,2,4,0,27,,2,27,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040027,UITexture/Bldg/112040027.png,"WCDtl",4,1,2,,204,270,1,4,0,"BLDG_ITEM_STG",27,,132170,132169.735972529,4,,220000109,"9级原石",7400,7371.33306986891,,220000209,"9级金属",4400,4422.79984192135,,220000309,"9级气体",2900,2948.53322794756,,220000409,"9级水晶",1500,1474.26661397378,,0,,0,
112040028,11,2,4,0,28,,2,28,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040028,UITexture/Bldg/112040028.png,"WCDtl",4,1,2,,204,280,1,4,0,"BLDG_ITEM_STG",28,,136135,136134.828051705,4,,220000110,"10级原石",3000,3036.98922478599,,220000210,"10级金属",1800,1822.1935348716,,220000310,"10级气体",1200,1214.7956899144,,220000410,"10级水晶",610,607.397844957198,,0,,0,
112040029,11,2,4,0,29,,2,29,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040029,UITexture/Bldg/112040029.png,"WCDtl",4,1,2,,204,290,1,4,0,"BLDG_ITEM_STG",29,,140219,140218.872893256,4,,220000110,"10级原石",3800,3753.71868183549,,220000210,"10级金属",2300,2252.23120910129,,220000310,"10级气体",1500,1501.48747273419,,220000410,"10级水晶",750,750.743736367097,,0,,0,
112040030,11,2,4,0,30,,2,30,,"BuildingAttribute","WC","仓库",0,12,"cunchucang_lv1","UITexture/Bldg/",112040030,UITexture/Bldg/112040030.png,"WCDtl",4,1,2,,204,300,1,4,0,"BLDG_ITEM_STG",30,,143023,143023.250351121,4,,220000110,"10级原石",4600,4594.55166656664,,220000210,"10级金属",2800,2756.73099993998,,220000310,"10级气体",1800,1837.82066662665,,220000410,"10级水晶",920,918.910333313327,,0,,0,
113010001,11,3,1,0,1,,3,1,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010001,UITexture/Bldg/113010001.png,,1,1,2,,301,10,1,4,100,,1,,20,20,2,,220000101,"1级原石",40,40,,220000201,"1级金属",40,40,,220000301,"1级气体",0,,,220000401,"1级水晶",0,,,0,,0,
113010002,11,3,1,0,2,,3,2,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010002,UITexture/Bldg/113010002.png,,1,1,2,,301,20,1,4,200,,2,,70,70,2,,220000101,"1级原石",140,140,,220000201,"1级金属",140,140,,220000301,"1级气体",0,,,220000401,"1级水晶",0,,,0,,0,
113010003,11,3,1,0,3,,3,3,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010003,UITexture/Bldg/113010003.png,,1,1,2,,301,30,1,4,300,,3,,200,200,2,,220000101,"1级原石",400,400,,220000201,"1级金属",400,400,,220000301,"1级气体",0,,,220000401,"1级水晶",0,,,0,,0,
113010004,11,3,1,0,4,,3,4,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010004,UITexture/Bldg/113010004.png,,1,1,2,,301,40,1,4,400,,4,,430,430,2,,220000102,"2级原石",860,860,,220000202,"2级金属",860,860,,220000302,"2级气体",0,,,220000402,"2级水晶",0,,,0,,0,
113010005,11,3,1,0,5,,3,5,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010005,UITexture/Bldg/113010005.png,,1,1,2,,301,50,1,4,500,,5,,890,890,2,,220000102,"2级原石",1800,1780,,220000202,"2级金属",1800,1780,,220000302,"2级气体",0,,,220000402,"2级水晶",0,,,0,,0,
113010006,11,3,1,0,6,,3,6,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010006,UITexture/Bldg/113010006.png,,1,1,2,,301,60,1,4,100,,6,,952,952,3,,220000102,"2级原石",40,40,,220000202,"2级金属",40,40,,220000302,"2级气体",0,,,220000402,"2级水晶",0,,,0,,0,
113010007,11,3,1,0,7,,3,7,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010007,UITexture/Bldg/113010007.png,,1,1,2,,301,70,1,4,200,,7,,1162,1162,3,,220000103,"3级原石",140,140,,220000203,"3级金属",140,140,,220000303,"3级气体",0,,,220000403,"3级水晶",0,,,0,,0,
113010008,11,3,1,0,8,,3,8,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010008,UITexture/Bldg/113010008.png,,1,1,2,,301,80,1,4,300,,8,,1372,1372,3,,220000103,"3级原石",400,400,,220000203,"3级金属",400,400,,220000303,"3级气体",0,,,220000403,"3级水晶",0,,,0,,0,
113010009,11,3,1,0,9,,3,9,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010009,UITexture/Bldg/113010009.png,,1,1,2,,301,90,1,4,400,,9,,1582,1582,3,,220000103,"3级原石",860,860,,220000203,"3级金属",860,860,,220000303,"3级气体",0,,,220000403,"3级水晶",0,,,0,,0,
113010010,11,3,1,0,10,,3,10,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010010,UITexture/Bldg/113010010.png,,1,1,2,,301,100,1,4,500,,10,,1792,1792,3,,220000104,"4级原石",1800,1780,,220000204,"4级金属",1800,1780,,220000304,"4级气体",0,,,220000404,"4级水晶",0,,,0,,0,
113010011,11,3,1,0,11,,3,11,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010011,UITexture/Bldg/113010011.png,,1,1,2,,301,110,1,4,100,,11,,2002,2002,4,,220000104,"4级原石",40,40,,220000204,"4级金属",40,40,,220000304,"4级气体",0,,,220000404,"4级水晶",0,,,0,,0,
113010012,11,3,1,0,12,,3,12,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010012,UITexture/Bldg/113010012.png,,1,1,2,,301,120,1,4,200,,12,,2212,2212,4,,220000104,"4级原石",140,140,,220000204,"4级金属",140,140,,220000304,"4级气体",0,,,220000404,"4级水晶",0,,,0,,0,
113010013,11,3,1,0,13,,3,13,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010013,UITexture/Bldg/113010013.png,,1,1,2,,301,130,1,4,300,,13,,2422,2422,4,,220000105,"5级原石",400,400,,220000205,"5级金属",400,400,,220000305,"5级气体",0,,,220000405,"5级水晶",0,,,0,,0,
113010014,11,3,1,0,14,,3,14,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010014,UITexture/Bldg/113010014.png,,1,1,2,,301,140,1,4,400,,14,,2632,2632,4,,220000105,"5级原石",860,860,,220000205,"5级金属",860,860,,220000305,"5级气体",0,,,220000405,"5级水晶",0,,,0,,0,
113010015,11,3,1,0,15,,3,15,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010015,UITexture/Bldg/113010015.png,,1,1,2,,301,150,1,4,500,,15,,2842,2842,4,,220000105,"5级原石",1800,1780,,220000205,"5级金属",1800,1780,,220000305,"5级气体",0,,,220000405,"5级水晶",0,,,0,,0,
113010016,11,3,1,0,16,,3,16,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010016,UITexture/Bldg/113010016.png,,1,1,2,,301,160,1,4,100,,16,,3052,3052,4,,220000106,"6级原石",40,40,,220000206,"6级金属",40,40,,220000306,"6级气体",0,,,220000406,"6级水晶",0,,,0,,0,
113010017,11,3,1,0,17,,3,17,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010017,UITexture/Bldg/113010017.png,,1,1,2,,301,170,1,4,200,,17,,3262,3262,4,,220000106,"6级原石",140,140,,220000206,"6级金属",140,140,,220000306,"6级气体",0,,,220000406,"6级水晶",0,,,0,,0,
113010018,11,3,1,0,18,,3,18,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010018,UITexture/Bldg/113010018.png,,1,1,2,,301,180,1,4,300,,18,,3472,3472,4,,220000106,"6级原石",400,400,,220000206,"6级金属",400,400,,220000306,"6级气体",0,,,220000406,"6级水晶",0,,,0,,0,
113010019,11,3,1,0,19,,3,19,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010019,UITexture/Bldg/113010019.png,,1,1,2,,301,190,1,4,400,,19,,3682,3682,4,,220000107,"7级原石",860,860,,220000207,"7级金属",860,860,,220000307,"7级气体",0,,,220000407,"7级水晶",0,,,0,,0,
113010020,11,3,1,0,20,,3,20,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010020,UITexture/Bldg/113010020.png,,1,1,2,,301,200,1,4,500,,20,,3892,3892,4,,220000107,"7级原石",1800,1780,,220000207,"7级金属",1800,1780,,220000307,"7级气体",0,,,220000407,"7级水晶",0,,,0,,0,
113010021,11,3,1,0,21,,3,21,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010021,UITexture/Bldg/113010021.png,,1,1,2,,301,210,1,4,100,,21,,4102,4102,4,,220000107,"7级原石",40,40,,220000207,"7级金属",40,40,,220000307,"7级气体",0,,,220000407,"7级水晶",0,,,0,,0,
113010022,11,3,1,0,22,,3,22,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010022,UITexture/Bldg/113010022.png,,1,1,2,,301,220,1,4,200,,22,,4312,4312,4,,220000108,"8级原石",140,140,,220000208,"8级金属",140,140,,220000308,"8级气体",0,,,220000408,"8级水晶",0,,,0,,0,
113010023,11,3,1,0,23,,3,23,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010023,UITexture/Bldg/113010023.png,,1,1,2,,301,230,1,4,300,,23,,4522,4522,4,,220000108,"8级原石",400,400,,220000208,"8级金属",400,400,,220000308,"8级气体",0,,,220000408,"8级水晶",0,,,0,,0,
113010024,11,3,1,0,24,,3,24,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010024,UITexture/Bldg/113010024.png,,1,1,2,,301,240,1,4,400,,24,,4732,4732,4,,220000108,"8级原石",860,860,,220000208,"8级金属",860,860,,220000308,"8级气体",0,,,220000408,"8级水晶",0,,,0,,0,
113010025,11,3,1,0,25,,3,25,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010025,UITexture/Bldg/113010025.png,,1,1,2,,301,250,1,4,500,,25,,4942,4942,4,,220000109,"9级原石",1800,1780,,220000209,"9级金属",1800,1780,,220000309,"9级气体",0,,,220000409,"9级水晶",0,,,0,,0,
113010026,11,3,1,0,26,,3,26,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010026,UITexture/Bldg/113010026.png,,1,1,2,,301,260,1,4,100,,26,,5152,5152,4,,220000109,"9级原石",40,40,,220000209,"9级金属",40,40,,220000309,"9级气体",0,,,220000409,"9级水晶",0,,,0,,0,
113010027,11,3,1,0,27,,3,27,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010027,UITexture/Bldg/113010027.png,,1,1,2,,301,270,1,4,200,,27,,5362,5362,4,,220000109,"9级原石",140,140,,220000209,"9级金属",140,140,,220000309,"9级气体",0,,,220000409,"9级水晶",0,,,0,,0,
113010028,11,3,1,0,28,,3,28,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010028,UITexture/Bldg/113010028.png,,1,1,2,,301,280,1,4,300,,28,,5572,5572,4,,220000110,"10级原石",400,400,,220000210,"10级金属",400,400,,220000310,"10级气体",0,,,220000410,"10级水晶",0,,,0,,0,
113010029,11,3,1,0,29,,3,29,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010029,UITexture/Bldg/113010029.png,,1,1,2,,301,290,1,4,400,,29,,5782,5782,4,,220000110,"10级原石",860,860,,220000210,"10级金属",860,860,,220000310,"10级气体",0,,,220000410,"10级水晶",0,,,0,,0,
113010030,11,3,1,0,30,,3,30,,"BuildingAttribute","聚居地","聚居地",0,12,"jidi","UITexture/Bldg/",113010030,UITexture/Bldg/113010030.png,,1,1,2,,301,300,1,4,500,,30,,5992,5992,4,,220000110,"10级原石",1800,1780,,220000210,"10级金属",1800,1780,,220000310,"10级气体",0,,,220000410,"10级水晶",0,,,0,,0,
