"required",,,,,,,,,"optional",,"optional","optional",,,"optional","optional",,,"optional","optional","optional",,,,"repeated","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional",,"optional","repeated","optional","optional","optional",,"optional",,,,,"optional","optional","repeated","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional"
322030105,32,2,3,1,5,,2,203,5,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",20,,,,,,,,,,7,0,,,,,300,,,5,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322030106,32,2,3,1,6,,2,203,6,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",22,,,,,,,,,,0,0,,,,,360,,,6,,600,60,0,,0,,,,,,,,,,,,,,,,,,
322030107,32,2,3,1,7,,2,203,7,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",24,,,,,,,,,,0,0,,,,,420,,,7,,700,70,0,,0,,,,,,,,,,,,,,,,,,
322030108,32,2,3,1,8,,2,203,8,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",26,,,,,,,,,,0,0,,,,,480,,,8,,800,80,0,,0,,,,,,,,,,,,,,,,,,
322030109,32,2,3,1,9,,2,203,9,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",28,,,,,,,,,,0,0,,,,,540,,,9,,900,90,0,,0,,,,,,,,,,,,,,,,,,
322030110,32,2,3,1,10,,2,203,10,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",40,,,,,,,,,,12,0,,,,,600,,,10,,1000,100,0,,0,,,,,,,,,,,,,,,,,,
322030111,32,2,3,1,11,,2,203,11,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",42,,,,,,,,,,0,0,,,,,660,,,11,,1100,110,0,,0,,,,,,,,,,,,,,,,,,
322030112,32,2,3,1,12,,2,203,12,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",44,,,,,,,,,,0,0,,,,,720,,,12,,1200,120,0,,0,,,,,,,,,,,,,,,,,,
322030113,32,2,3,1,13,,2,203,13,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",46,,,,,,,,,,0,0,,,,,780,,,13,,1300,130,0,,0,,,,,,,,,,,,,,,,,,
322030114,32,2,3,1,14,,2,203,14,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",48,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322030115,32,2,3,1,15,,2,203,15,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",60,,,,,,,,,,16,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322030116,32,2,3,1,16,,2,203,16,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",62,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322030117,32,2,3,1,17,,2,203,17,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",64,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322030118,32,2,3,1,18,,2,203,18,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",66,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322030119,32,2,3,1,19,,2,203,19,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",68,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322030120,32,2,3,1,20,,2,203,20,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",80,,,,,,,,,,21,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322030121,32,2,3,1,21,,2,203,21,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",82,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
322030122,32,2,3,1,22,,2,203,22,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",84,,,,,,,,,,0,0,,,,,1320,,,22,,2200,220,0,,0,,,,,,,,,,,,,,,,,,
322030123,32,2,3,1,23,,2,203,23,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",86,,,,,,,,,,0,0,,,,,1380,,,23,,2300,230,0,,0,,,,,,,,,,,,,,,,,,
322030124,32,2,3,1,24,,2,203,24,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",88,,,,,,,,,,0,0,,,,,1440,,,24,,2400,240,0,,0,,,,,,,,,,,,,,,,,,
322030125,32,2,3,1,25,,2,203,25,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",100,,,,,,,,,,25,0,,,,,1500,,,25,,2500,250,0,,0,,,,,,,,,,,,,,,,,,
322030126,32,2,3,1,26,,2,203,26,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",102,,,,,,,,,,0,0,,,,,1560,,,26,,2600,260,0,,0,,,,,,,,,,,,,,,,,,
322030127,32,2,3,1,27,,2,203,27,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",104,,,,,,,,,,0,0,,,,,1620,,,27,,2700,270,0,,0,,,,,,,,,,,,,,,,,,
322030128,32,2,3,1,28,,2,203,28,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",106,,,,,,,,,,0,0,,,,,1680,,,28,,2800,280,0,,0,,,,,,,,,,,,,,,,,,
322030129,32,2,3,1,29,,2,203,29,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",108,,,,,,,,,,0,0,,,,,1740,,,29,,2900,290,0,,0,,,,,,,,,,,,,,,,,,
322030130,32,2,3,1,30,,2,203,30,,"SkillTree","STName3220301","核电厂","电力回复速率科技",0,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",120,,,,,,,,,,30,0,,,,,1800,,,30,,3000,300,0,,0,,,,,,,,,,,,,,,,,,
322030201,32,2,3,2,1,,2,203,1,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",3005,3,5,,1,,122030002,"提供电力上限",3,,,,,,,,,,3,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322030202,32,2,3,2,2,,2,203,2,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",6,,,,,,,,,,0,0,,,,,120,,,2,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322030203,32,2,3,2,3,,2,203,3,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",9,,,,,,,,,,0,0,,,,,180,,,3,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322030204,32,2,3,2,4,,2,203,4,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",12,,,,,,,,,,0,0,,,,,240,,,4,,400,40,0,,0,,,,,,,,,,,,,,,,,,
322030205,32,2,3,2,5,,2,203,5,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",30,,,,,,,,,,7,0,,,,,300,,,5,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322030206,32,2,3,2,6,,2,203,6,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",33,,,,,,,,,,0,0,,,,,360,,,6,,600,60,0,,0,,,,,,,,,,,,,,,,,,
322030207,32,2,3,2,7,,2,203,7,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",36,,,,,,,,,,0,0,,,,,420,,,7,,700,70,0,,0,,,,,,,,,,,,,,,,,,
322030208,32,2,3,2,8,,2,203,8,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",39,,,,,,,,,,0,0,,,,,480,,,8,,800,80,0,,0,,,,,,,,,,,,,,,,,,
322030209,32,2,3,2,9,,2,203,9,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",42,,,,,,,,,,0,0,,,,,540,,,9,,900,90,0,,0,,,,,,,,,,,,,,,,,,
322030210,32,2,3,2,10,,2,203,10,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",60,,,,,,,,,,12,0,,,,,600,,,10,,1000,100,0,,0,,,,,,,,,,,,,,,,,,
322030211,32,2,3,2,11,,2,203,11,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",63,,,,,,,,,,0,0,,,,,660,,,11,,1100,110,0,,0,,,,,,,,,,,,,,,,,,
322030212,32,2,3,2,12,,2,203,12,,"SkillTree","STName3220302","核电厂","提供电力上限科技",1,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",66,,,,,,,,,,0,0,,,,,720,,,12,,1200,120,0,,0,,,,,,,,,,,,,,,,,,
322030213,32,2,3,2,13,,2,203,13,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",69,,,,,,,,,,0,0,,,,,780,,,13,,1300,130,0,,0,,,,,,,,,,,,,,,,,,
322030214,32,2,3,2,14,,2,203,14,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",72,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322030215,32,2,3,2,15,,2,203,15,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",90,,,,,,,,,,16,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322030216,32,2,3,2,16,,2,203,16,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",93,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322030217,32,2,3,2,17,,2,203,17,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",96,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322030218,32,2,3,2,18,,2,203,18,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",99,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322030219,32,2,3,2,19,,2,203,19,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",102,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322030220,32,2,3,2,20,,2,203,20,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",120,,,,,,,,,,21,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322030221,32,2,3,2,21,,2,203,21,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",123,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
322030222,32,2,3,2,22,,2,203,22,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",126,,,,,,,,,,0,0,,,,,1320,,,22,,2200,220,0,,0,,,,,,,,,,,,,,,,,,
322030223,32,2,3,2,23,,2,203,23,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",129,,,,,,,,,,0,0,,,,,1380,,,23,,2300,230,0,,0,,,,,,,,,,,,,,,,,,
322030224,32,2,3,2,24,,2,203,24,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",132,,,,,,,,,,0,0,,,,,1440,,,24,,2400,240,0,,0,,,,,,,,,,,,,,,,,,
322030225,32,2,3,2,25,,2,203,25,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",150,,,,,,,,,,25,0,,,,,1500,,,25,,2500,250,0,,0,,,,,,,,,,,,,,,,,,
322030226,32,2,3,2,26,,2,203,26,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",153,,,,,,,,,,0,0,,,,,1560,,,26,,2600,260,0,,0,,,,,,,,,,,,,,,,,,
322030227,32,2,3,2,27,,2,203,27,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",156,,,,,,,,,,0,0,,,,,1620,,,27,,2700,270,0,,0,,,,,,,,,,,,,,,,,,
322030228,32,2,3,2,28,,2,203,28,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",159,,,,,,,,,,0,0,,,,,1680,,,28,,2800,280,0,,0,,,,,,,,,,,,,,,,,,
322030229,32,2,3,2,29,,2,203,29,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",162,,,,,,,,,,0,0,,,,,1740,,,29,,2900,290,0,,0,,,,,,,,,,,,,,,,,,
322030230,32,2,3,2,30,,2,203,30,,"SkillTree","STName3220302","核电厂","提供电力上限科技",0,12,"UITexture/TechProd/",322030201,UITexture/TechProd/322030201.png,"STProperty3220302",0,,,,1,,122030002,"提供电力上限",180,,,,,,,,,,30,0,,,,,1800,,,30,,3000,300,0,,0,,,,,,,,,,,,,,,,,,
322030301,32,2,3,3,1,,2,203,1,,"SkillTree","STName3220303","核电厂","电力范围限定科技",1,12,"UITexture/TechProd/",322030301,UITexture/TechProd/322030301.png,"STProperty3220303",5005,5,5,,1,,122030003,"电力范围限定",1,,,,,,,,,,4,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322030302,32,2,3,3,2,,2,203,2,,"SkillTree","STName3220303","核电厂","电力范围限定科技",1,12,"UITexture/TechProd/",322030301,UITexture/TechProd/322030301.png,"STProperty3220303",0,,,,1,,122030003,"电力范围限定",2,,,,,,,,,,8,0,,,,,300,,,5,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322030303,32,2,3,3,3,,2,203,3,,"SkillTree","STName3220303","核电厂","电力范围限定科技",0,12,"UITexture/TechProd/",322030301,UITexture/TechProd/322030301.png,"STProperty3220303",0,,,,1,,122030003,"电力范围限定",3,,,,,,,,,,13,0,,,,,600,,,10,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322030304,32,2,3,3,4,,2,203,4,,"SkillTree","STName3220303","核电厂","电力范围限定科技",0,12,"UITexture/TechProd/",322030301,UITexture/TechProd/322030301.png,"STProperty3220303",0,,,,1,,122030003,"电力范围限定",4,,,,,,,,,,17,0,,,,,900,,,15,,400,40,0,,0,,,,,,,,,,,,,,,,,,
322030305,32,2,3,3,5,,2,203,5,,"SkillTree","STName3220303","核电厂","电力范围限定科技",0,12,"UITexture/TechProd/",322030301,UITexture/TechProd/322030301.png,"STProperty3220303",0,,,,1,,122030003,"电力范围限定",5,,,,,,,,,,22,0,,,,,1200,,,20,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322040101,32,2,4,1,1,,2,204,1,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",3007,3,7,,1,,122040001,"物品容量上限",10,,,,,,,,,,3,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322040102,32,2,4,1,2,,2,204,2,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",20,,,,,,,,,,0,0,,,,,120,,,2,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322040103,32,2,4,1,3,,2,204,3,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",30,,,,,,,,,,0,0,,,,,180,,,3,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322040104,32,2,4,1,4,,2,204,4,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",40,,,,,,,,,,0,0,,,,,240,,,4,,400,40,0,,0,,,,,,,,,,,,,,,,,,
322040105,32,2,4,1,5,,2,204,5,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",100,,,,,,,,,,7,0,,,,,300,,,5,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322040106,32,2,4,1,6,,2,204,6,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",110,,,,,,,,,,0,0,,,,,360,,,6,,600,60,0,,0,,,,,,,,,,,,,,,,,,
322040107,32,2,4,1,7,,2,204,7,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",120,,,,,,,,,,0,0,,,,,420,,,7,,700,70,0,,0,,,,,,,,,,,,,,,,,,
322040108,32,2,4,1,8,,2,204,8,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",130,,,,,,,,,,0,0,,,,,480,,,8,,800,80,0,,0,,,,,,,,,,,,,,,,,,
322040109,32,2,4,1,9,,2,204,9,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",140,,,,,,,,,,0,0,,,,,540,,,9,,900,90,0,,0,,,,,,,,,,,,,,,,,,
322040110,32,2,4,1,10,,2,204,10,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",200,,,,,,,,,,12,0,,,,,600,,,10,,1000,100,0,,0,,,,,,,,,,,,,,,,,,
322040111,32,2,4,1,11,,2,204,11,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",210,,,,,,,,,,0,0,,,,,660,,,11,,1100,110,0,,0,,,,,,,,,,,,,,,,,,
322040112,32,2,4,1,12,,2,204,12,,"SkillTree","STName3220401","仓库","物品容量上限科技",1,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",220,,,,,,,,,,0,0,,,,,720,,,12,,1200,120,0,,0,,,,,,,,,,,,,,,,,,
322040113,32,2,4,1,13,,2,204,13,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",230,,,,,,,,,,0,0,,,,,780,,,13,,1300,130,0,,0,,,,,,,,,,,,,,,,,,
322040114,32,2,4,1,14,,2,204,14,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",240,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322040115,32,2,4,1,15,,2,204,15,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",300,,,,,,,,,,16,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322040116,32,2,4,1,16,,2,204,16,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",310,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322040117,32,2,4,1,17,,2,204,17,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",320,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322040118,32,2,4,1,18,,2,204,18,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",330,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322040119,32,2,4,1,19,,2,204,19,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",340,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322040120,32,2,4,1,20,,2,204,20,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",400,,,,,,,,,,21,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322040121,32,2,4,1,21,,2,204,21,,"SkillTree","STName3220401","仓库","物品容量上限科技",0,12,"UITexture/TechProd/",322040101,UITexture/TechProd/322040101.png,"STProperty3220401",0,,,,1,,122040001,"物品容量上限",410,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
